"site","latitude","longitude"
219,45.3913043478261,-100.434782608696
220,45.3913043478261,-98.2608695652174
221,45.3913043478261,-96.0869565217391
222,45.3913043478261,-93.9130434782609
223,45.3913043478261,-91.7391304347826
224,45.3913043478261,-89.5652173913043
225,45.3913043478261,-87.3913043478261
226,45.3913043478261,-85.2173913043478
227,45.3913043478261,-83.0434782608696
228,45.3913043478261,-80.8695652173913
229,45.3913043478261,-78.695652173913
230,45.3913043478261,-76.5217391304348
231,45.3913043478261,-74.3478260869565
232,45.3913043478261,-72.1739130434783
233,45.3913043478261,-70
234,45.3913043478261,-67.8260869565217
183,43.2173913043478,-122.173913043478
184,43.2173913043478,-120
185,43.2173913043478,-117.826086956522
186,43.2173913043478,-115.652173913043
187,43.2173913043478,-113.478260869565
188,43.2173913043478,-111.304347826087
189,43.2173913043478,-109.130434782609
190,43.2173913043478,-106.95652173913
191,43.2173913043478,-104.782608695652
192,43.2173913043478,-102.608695652174
193,43.2173913043478,-100.434782608696
194,43.2173913043478,-98.2608695652174
195,43.2173913043478,-96.0869565217391
196,43.2173913043478,-93.9130434782609
197,43.2173913043478,-91.7391304347826
198,43.2173913043478,-89.5652173913043
199,43.2173913043478,-87.3913043478261
200,43.2173913043478,-85.2173913043478
201,43.2173913043478,-83.0434782608696
202,43.2173913043478,-80.8695652173913
203,43.2173913043478,-78.695652173913
204,43.2173913043478,-76.5217391304348
205,43.2173913043478,-74.3478260869565
206,43.2173913043478,-72.1739130434783
207,43.2173913043478,-70
208,43.2173913043478,-67.8260869565217
157,41.0434782608696,-122.173913043478
158,41.0434782608696,-120
159,41.0434782608696,-117.826086956522
160,41.0434782608696,-115.652173913043
161,41.0434782608696,-113.478260869565
162,41.0434782608696,-111.304347826087
163,41.0434782608696,-109.130434782609
164,41.0434782608696,-106.95652173913
165,41.0434782608696,-104.782608695652
166,41.0434782608696,-102.608695652174
167,41.0434782608696,-100.434782608696
168,41.0434782608696,-98.2608695652174
169,41.0434782608696,-96.0869565217391
170,41.0434782608696,-93.9130434782609
171,41.0434782608696,-91.7391304347826
172,41.0434782608696,-89.5652173913043
173,41.0434782608696,-87.3913043478261
174,41.0434782608696,-85.2173913043478
175,41.0434782608696,-83.0434782608696
176,41.0434782608696,-80.8695652173913
177,41.0434782608696,-78.695652173913
178,41.0434782608696,-76.5217391304348
179,41.0434782608696,-74.3478260869565
180,41.0434782608696,-72.1739130434783
181,41.0434782608696,-70
182,41.0434782608696,-67.8260869565217
131,38.8695652173913,-122.173913043478
132,38.8695652173913,-120
133,38.8695652173913,-117.826086956522
134,38.8695652173913,-115.652173913043
135,38.8695652173913,-113.478260869565
136,38.8695652173913,-111.304347826087
137,38.8695652173913,-109.130434782609
138,38.8695652173913,-106.95652173913
139,38.8695652173913,-104.782608695652
140,38.8695652173913,-102.608695652174
141,38.8695652173913,-100.434782608696
142,38.8695652173913,-98.2608695652174
143,38.8695652173913,-96.0869565217391
144,38.8695652173913,-93.9130434782609
145,38.8695652173913,-91.7391304347826
146,38.8695652173913,-89.5652173913043
147,38.8695652173913,-87.3913043478261
148,38.8695652173913,-85.2173913043478
149,38.8695652173913,-83.0434782608696
150,38.8695652173913,-80.8695652173913
151,38.8695652173913,-78.695652173913
152,38.8695652173913,-76.5217391304348
153,38.8695652173913,-74.3478260869565
154,38.8695652173913,-72.1739130434783
155,38.8695652173913,-70
156,38.8695652173913,-67.8260869565217
105,36.695652173913,-122.173913043478
106,36.695652173913,-120
107,36.695652173913,-117.826086956522
108,36.695652173913,-115.652173913043
109,36.695652173913,-113.478260869565
110,36.695652173913,-111.304347826087
111,36.695652173913,-109.130434782609
112,36.695652173913,-106.95652173913
113,36.695652173913,-104.782608695652
114,36.695652173913,-102.608695652174
115,36.695652173913,-100.434782608696
116,36.695652173913,-98.2608695652174
117,36.695652173913,-96.0869565217391
118,36.695652173913,-93.9130434782609
119,36.695652173913,-91.7391304347826
120,36.695652173913,-89.5652173913043
121,36.695652173913,-87.3913043478261
122,36.695652173913,-85.2173913043478
123,36.695652173913,-83.0434782608696
124,36.695652173913,-80.8695652173913
125,36.695652173913,-78.695652173913
126,36.695652173913,-76.5217391304348
127,36.695652173913,-74.3478260869565
128,36.695652173913,-72.1739130434783
129,36.695652173913,-70
130,36.695652173913,-67.8260869565217
79,34.5217391304348,-122.173913043478
80,34.5217391304348,-120
81,34.5217391304348,-117.826086956522
82,34.5217391304348,-115.652173913043
83,34.5217391304348,-113.478260869565
84,34.5217391304348,-111.304347826087
85,34.5217391304348,-109.130434782609
86,34.5217391304348,-106.95652173913
87,34.5217391304348,-104.782608695652
88,34.5217391304348,-102.608695652174
89,34.5217391304348,-100.434782608696
90,34.5217391304348,-98.2608695652174
91,34.5217391304348,-96.0869565217391
92,34.5217391304348,-93.9130434782609
93,34.5217391304348,-91.7391304347826
94,34.5217391304348,-89.5652173913043
95,34.5217391304348,-87.3913043478261
96,34.5217391304348,-85.2173913043478
97,34.5217391304348,-83.0434782608696
98,34.5217391304348,-80.8695652173913
99,34.5217391304348,-78.695652173913
100,34.5217391304348,-76.5217391304348
101,34.5217391304348,-74.3478260869565
102,34.5217391304348,-72.1739130434783
103,34.5217391304348,-70
104,34.5217391304348,-67.8260869565217
53,32.3478260869565,-122.173913043478
54,32.3478260869565,-120
55,32.3478260869565,-117.826086956522
56,32.3478260869565,-115.652173913043
57,32.3478260869565,-113.478260869565
58,32.3478260869565,-111.304347826087
59,32.3478260869565,-109.130434782609
60,32.3478260869565,-106.95652173913
61,32.3478260869565,-104.782608695652
62,32.3478260869565,-102.608695652174
63,32.3478260869565,-100.434782608696
64,32.3478260869565,-98.2608695652174
65,32.3478260869565,-96.0869565217391
66,32.3478260869565,-93.9130434782609
67,32.3478260869565,-91.7391304347826
68,32.3478260869565,-89.5652173913043
69,32.3478260869565,-87.3913043478261
70,32.3478260869565,-85.2173913043478
71,32.3478260869565,-83.0434782608696
72,32.3478260869565,-80.8695652173913
73,32.3478260869565,-78.695652173913
74,32.3478260869565,-76.5217391304348
75,32.3478260869565,-74.3478260869565
76,32.3478260869565,-72.1739130434783
77,32.3478260869565,-70
78,32.3478260869565,-67.8260869565217
27,30.1739130434783,-122.173913043478
28,30.1739130434783,-120
29,30.1739130434783,-117.826086956522
30,30.1739130434783,-115.652173913043
31,30.1739130434783,-113.478260869565
32,30.1739130434783,-111.304347826087
33,30.1739130434783,-109.130434782609
34,30.1739130434783,-106.95652173913
35,30.1739130434783,-104.782608695652
36,30.1739130434783,-102.608695652174
37,30.1739130434783,-100.434782608696
38,30.1739130434783,-98.2608695652174
39,30.1739130434783,-96.0869565217391
40,30.1739130434783,-93.9130434782609
41,30.1739130434783,-91.7391304347826
42,30.1739130434783,-89.5652173913043
43,30.1739130434783,-87.3913043478261
44,30.1739130434783,-85.2173913043478
45,30.1739130434783,-83.0434782608696
46,30.1739130434783,-80.8695652173913
47,30.1739130434783,-78.695652173913
48,30.1739130434783,-76.5217391304348
49,30.1739130434783,-74.3478260869565
50,30.1739130434783,-72.1739130434783
51,30.1739130434783,-70
52,30.1739130434783,-67.8260869565217
1,28,-122.173913043478
2,28,-120
3,28,-117.826086956522
4,28,-115.652173913043
5,28,-113.478260869565
6,28,-111.304347826087
7,28,-109.130434782609
8,28,-106.95652173913
9,28,-104.782608695652
10,28,-102.608695652174
11,28,-100.434782608696
12,28,-98.2608695652174
13,28,-96.0869565217391
14,28,-93.9130434782609
15,28,-91.7391304347826
16,28,-89.5652173913043
17,28,-87.3913043478261
18,28,-85.2173913043478
19,28,-83.0434782608696
20,28,-80.8695652173913
21,28,-78.695652173913
22,28,-76.5217391304348
23,28,-74.3478260869565
24,28,-72.1739130434783
25,28,-70
26,28,-67.8260869565217
